사원번호,이름,성별,나이,생년월일,주민등록번호,병역,입사일,근속기간,학력,출신대학,학점,채용경로,계약형태,이전직장명,이전최종직급,이전담당업무,회사명,사업장위치,부서,팀,부서레벨,직급,직책,직급레벨,퇴직구분,퇴직일자,이메일,전화번호,주소,연봉,잔업시간,미사용휴가일수,급여은행,계좌번호,4대보험가입여부,성과점수,인사고과_2020,인사고과_2021,인사고과_2022,인사고과_2023,인사고과_2024,자격증,TOEIC점수,자격증수당여부,포상이력,징계이력,징계사유
EMP1803,문혜린,여,33,1994-01-11,940111-2785510,해당없음,2023-01-26,3,대졸,성균관대학교,3.1,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,대리,팀원,1,,,hyerinmoon782@daum.net,010-8874-3029,경기도 성남시 분당구 판교동,45000000,18,0,카카오뱅크,333-68-0254954,가입,90,,,,A,B,컴퓨터활용능력1급,847,해당,,,
EMP1804,김예은,여,29,1998-05-08,980508-2536020,해당없음,2023-07-23,3,대졸,연세대학교,2.7,경력,정규직,현대자동차,차장,프론트엔드개발,두리안정보기술,경기 판교,기획부,사업기획팀,1,대리,팀원,1,,,kim.yeeun607@kakao.com,010-5728-1726,경기도 성남시 분당구 판교동,40000000,17,7,토스뱅크,100-8502-0749,가입,88,,,,A,B,,,비해당,,,
EMP1805,공지영,여,28,1999-06-23,990623-2686927,해당없음,2019-01-05,7,대졸,아주대학교,2.7,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,대리,팀원,1,,,kongjiyoung_809@kakao.com,010-7426-7585,서울시 마포구 합정동,39000000,19,6,신한은행,180-906-925678,가입,79,C,B,B,B,C,,762,비해당,,,
EMP1806,조다은,여,41,1986-09-23,860923-2092929,해당없음,2021-04-21,5,전문대졸,인하공업전문대학,3.1,경력,정규직,포스코,과장,마케팅기획,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀원,1,,,jodaeun694@kakao.com,010-7189-6296,경기도 성남시 분당구 판교동,55000000,5,13,우리은행,1005-637-979592,가입,73,,C,B,B,C,ADsP,612,해당,,,
EMP1807,조나은,여,38,1989-01-16,890116-2491924,해당없음,2021-08-27,5,고졸,,,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,jo.naeun982@nate.com,010-9472-5665,서울시 강남구 역삼동,57000000,10,11,카카오뱅크,333-07-9018815,가입,92,,A,A,A,A,,,비해당,,,
EMP1808,성하준,남,34,1993-01-07,930107-1314039,군필,2021-01-06,5,대학원졸,세종대학교,3.1,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,1,과장,팀원,1,,,hajunsung536@naver.com,010-1512-7506,서울시 강남구 논현동,51000000,14,7,국민은행,837467-30-621921,가입,72,,B,C,C,C,SQLD,,해당,,,
EMP1809,서정우,남,31,1996-01-06,960106-1341372,면제,2021-12-15,5,고졸,,,추천,정규직,,,,두리안정보기술,경기 판교,인사부,교육팀,1,과장,팀원,1,,,seo.jungwoo775@gmail.com,010-2603-5562,경기도 용인시 기흥구 영덕동,57000000,11,4,농협은행,302-1487-8916-07,가입,60,,D,C,D,D,AWS Solutions Architect,950,해당,우수사원상,정직,복무규정위반
EMP1810,문다은,여,33,1994-05-15,940515-2346314,해당없음,2021-06-10,5,대졸,중앙대학교,2.6,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,프론트팀,1,과장,팀원,1,,,moondaeun_340@gmail.com,010-6562-3364,서울시 은평구 불광동,59000000,5,12,토스뱅크,100-0334-3864,가입,68,,B,B,B,D,,,비해당,,,
EMP1811,전세준,남,32,1995-04-27,950427-1607202,군필,2017-08-27,9,전문대졸,경북전문대학교,3,경력,정규직,포스코,과장,인사관리,두리안정보기술,서울 강남,개발부,프론트팀,1,과장,팀원,1,,,jeonsejun760@hanmail.net,010-7948-1243,서울시 강남구 역삼동,58000000,17,15,신한은행,100-401-662547,미가입,86,A,B,A,B,B,빅데이터분석기사,,해당,,,
EMP1812,민보미,여,40,1987-12-01,871201-2889415,해당없음,2017-01-22,9,대졸,광운대학교,2.8,공채,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,과장,팀원,1,,,minbomi_805@nate.com,010-4775-3501,서울시 강서구 마곡동,56000000,14,6,하나은행,111-814479-0358,가입,84,B,B,A,B,B,,757,비해당,,,
EMP1813,구나은,여,39,1988-04-20,880420-2992696,해당없음,2020-01-11,6,대졸,광운대학교,3.2,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,koo.naeun664@gmail.com,010-7885-4156,서울시 마포구 합정동,57000000,11,15,토스뱅크,100-5338-1612,가입,76,C,B,B,B,C,컴퓨터활용능력1급,910,해당,,,
EMP1814,정수아,여,34,1993-10-08,931008-2582475,해당없음,2019-01-09,7,대졸,인하대학교,3.6,인턴전환,정규직,,,,두리안정보기술,서울 여의도,영업부,국내영업팀,1,과장,팀원,1,,,jungsua935@daum.net,010-2055-9163,서울시 은평구 불광동,60000000,24,9,국민은행,590779-36-417185,미가입,83,B,B,B,B,B,정보처리기사,,해당,,,
EMP1815,곽도현,남,32,1995-06-18,950618-1518083,면제,2015-08-17,11,전문대졸,경북전문대학교,2.8,추천,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,kwakdohyun_63@kakao.com,010-9529-2158,서울시 송파구 문정동,60000000,20,12,농협은행,356-3058-0823-43,가입,69,C,C,C,B,C,정보보안기사,,해당,,,
EMP1816,윤미래,여,39,1988-09-21,880921-2716399,해당없음,2020-11-22,6,전문대졸,명지전문대학,2.6,인턴전환,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀원,1,,,miraeyoon954@nate.com,010-8469-2593,서울시 마포구 합정동,53000000,12,9,국민은행,672801-39-324093,가입,78,B,B,B,B,B,,,비해당,팀워크상,,
EMP1817,우지호,남,33,1994-03-15,940315-1143532,군필,2021-11-15,5,대졸,광운대학교,3.5,인턴전환,정규직,,,,두리안정보기술,서울 강남,인사부,교육팀,1,과장,팀원,1,,,woojiho_503@nate.com,010-3716-9963,서울시 송파구 문정동,54000000,13,2,농협은행,301-6765-0949-47,가입,64,,C,D,D,D,리눅스마스터,522,해당,,,
EMP1818,구채원,여,34,1993-09-24,930924-2049392,해당없음,2015-08-10,11,전문대졸,인하공업전문대학,3.5,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,koo.chaewon247@hanmail.net,010-3635-3170,서울시 용산구 이태원동,48400000,22,7,신한은행,110-226-942590,가입,79,C,B,B,B,B,,943,비해당,,,
EMP1819,지나은,여,31,1996-02-24,960224-2022460,해당없음,2020-01-11,6,대졸,경희대학교,3.3,공채,정규직,,,,두리안정보기술,서울 여의도,개발부,AI팀,1,과장,팀원,1,,,naeunji958@kakao.com,010-3927-3128,서울시 은평구 불광동,50000000,22,0,토스뱅크,100-9455-0205,가입,85,A,B,A,B,A,컴퓨터활용능력1급,931,해당,,,
EMP1820,박우혁,남,36,1991-03-14,910314-1137813,면제,2016-08-12,10,대졸,성균관대학교,2.6,추천,정규직,,,,두리안정보기술,서울 강남,인사부,채용팀,1,과장,팀원,1,,,parkwoohyuk625@hanmail.net,010-1452-8766,서울시 송파구 문정동,52000000,14,8,우리은행,1002-050-495546,가입,69,C,D,D,C,B,,525,비해당,,,
EMP1821,송수진,여,32,1995-11-06,951106-2232921,해당없음,2016-08-10,10,대졸,홍익대학교,2.5,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,songsujin_355@naver.com,010-8314-5124,서울시 마포구 합정동,54000000,25,12,우리은행,1005-108-695842,가입,80,B,B,B,C,B,,759,비해당,,,
EMP1822,지건우,남,41,1986-04-10,860410-1911537,미필,2018-08-09,8,대졸,세종대학교,3.3,인턴전환,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,gunwooji631@daum.net,010-7101-5892,경기도 성남시 분당구 판교동,59000000,12,7,토스뱅크,100-1451-1295,가입,60,D,D,C,D,D,,903,비해당,공로상,,
EMP1823,고지민,여,37,1990-11-27,901127-2397423,해당없음,2021-07-28,5,전문대졸,인하공업전문대학,3,추천,정규직,,,,두리안정보기술,서울 여의도,개발부,프론트팀,1,과장,팀원,1,,,kojimin_506@hanmail.net,010-6600-1561,서울시 강서구 마곡동,53000000,17,0,우리은행,1006-023-625127,가입,79,,B,B,B,C,,900,비해당,,,
EMP1824,윤다은,여,32,1995-01-25,950125-2874862,해당없음,2019-12-20,7,대졸,건국대학교,3.4,경력,정규직,포스코,사원,영업관리,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀원,1,,,yoondaeun_651@hanmail.net,010-6115-3041,경기도 수원시 영통구 매탄동,53000000,18,10,신한은행,110-483-961416,가입,66,C,C,C,C,C,,,비해당,,,
EMP1825,강서현,여,33,1994-08-17,940817-2009314,해당없음,2020-05-04,6,대졸,국민대학교,3.3,인턴전환,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,seohyunkang439@nate.com,010-2421-1441,경기도 수원시 영통구 매탄동,56000000,22,3,하나은행,111-470284-8262,가입,81,B,B,B,B,B,리눅스마스터,677,해당,,,
EMP1826,강우진,남,37,1990-01-14,900114-1628503,미필,2017-05-28,9,대학원졸,홍익대학교,4,공채,정규직,,,,두리안정보기술,경기 판교,개발부,프론트팀,1,과장,팀원,1,,,woojinkang561@daum.net,010-2279-2116,경기도 성남시 분당구 판교동,48000000,17,6,우리은행,1006-108-458386,가입,91,A,A,B,B,A,,718,비해당,,,
EMP1827,양민재,남,39,1988-10-25,881025-1244231,군필,2018-12-15,8,대졸,연세대학교,2.8,공채,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,자발적퇴직,2021-08-26,yangminjae_79@kakao.com,010-6302-7889,서울시 송파구 문정동,50000000,29,0,국민은행,898046-23-333819,가입,77,B,D,D,B,D,,813,비해당,,,
EMP1828,이다은,여,32,1995-01-21,950121-2476150,해당없음,2014-04-16,12,대학원졸,한양대학교,3.6,공채,정규직,,,,두리안정보기술,서울 여의도,영업부,해외영업팀,1,과장,팀원,1,,,lee.daeun184@daum.net,010-8858-3917,서울시 은평구 불광동,51000000,10,11,국민은행,066684-88-060621,가입,61,D,C,C,C,C,,576,비해당,,,
EMP1829,나성민,남,32,1995-07-21,950721-1133760,군필,2014-05-20,12,전문대졸,인하공업전문대학,2.8,추천,정규직,,,,두리안정보기술,서울 강남,개발부,인프라팀,1,과장,팀원,1,,,sungminna667@hanmail.net,010-3991-1163,서울시 강남구 역삼동,56000000,10,0,우리은행,1005-331-649953,가입,70,C,D,D,C,C,,759,비해당,우수사원상,,
EMP1830,오재원,남,39,1988-02-02,880202-1224367,군필,2021-02-06,5,대졸,동국대학교,3.6,공채,정규직,,,,두리안정보기술,서울 강남,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,oh.jaewon609@daum.net,010-5790-1684,서울시 강남구 논현동,50000000,19,8,하나은행,111-093442-0155,가입,85,,B,B,B,B,SQLD,587,해당,MVP,,
EMP1831,전도현,남,40,1987-01-21,870121-1225682,군필,2017-02-01,9,대졸,고려대학교,2.9,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,과장,팀원,1,,,dohyunjeon752@daum.net,010-1656-9126,경기도 용인시 기흥구 영덕동,48000000,20,2,우리은행,1005-044-039556,가입,70,C,C,C,C,C,,919,비해당,팀워크상,,
EMP1832,노서현,여,31,1996-03-19,960319-2158037,해당없음,2017-09-05,9,대졸,고려대학교,3,경력,정규직,현대자동차,사원,백엔드개발,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,seohyunno353@daum.net,010-2950-8802,서울시 용산구 이태원동,50000000,30,6,기업은행,010-47-321046,가입,86,B,B,B,B,C,컴퓨터활용능력1급,,해당,우수사원상,,
EMP1833,천하준,남,31,1996-06-14,960614-1596462,군필,2018-11-07,8,대학원졸,서울대학교,3.9,인턴전환,정규직,,,,두리안정보기술,경기 판교,개발부,백엔드팀,1,과장,팀원,1,,,cheon.hajun452@gmail.com,010-5329-2627,경기도 용인시 기흥구 영덕동,49000000,13,13,신한은행,140-430-027436,가입,74,C,B,B,B,C,정보처리기사,591,해당,,,
EMP1834,우채원,여,40,1987-02-19,870219-2392001,해당없음,2017-12-09,9,대졸,연세대학교,3.9,공채,계약직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,chaewonwoo857@nate.com,010-2402-6735,서울시 송파구 문정동,50000000,22,10,하나은행,200-516186-2548,가입,79,B,C,B,B,D,,660,비해당,,,
EMP1835,송동현,남,38,1989-04-17,890417-1755879,미필,2014-04-28,12,대졸,한국외국어대학교,3.9,공채,계약직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,song.동hyun415@daum.net,010-3309-1688,경기도 성남시 분당구 정자동,50000000,10,5,카카오뱅크,333-42-6704814,미가입,66,C,B,C,B,C,정보처리기사,,해당,,,
EMP1836,임수진,여,40,1987-01-11,870111-2152663,해당없음,2018-01-21,8,전문대졸,명지전문대학,2.6,경력,정규직,카카오,과장,프로젝트관리,두리안정보기술,서울 여의도,인사부,교육팀,1,과장,팀원,1,,,sujinlim447@gmail.com,010-2517-7882,서울시 마포구 합정동,53000000,24,5,우리은행,1005-137-657589,가입,77,B,B,B,B,B,,738,비해당,,,
EMP1837,박예은,여,35,1992-01-13,920113-2125712,해당없음,2016-07-04,10,대학원졸,이화여자대학교,2.7,공채,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,yeeunpark176@naver.com,010-1520-3676,경기도 성남시 분당구 판교동,50000000,22,7,농협은행,356-9544-4563-53,미가입,76,C,B,B,B,D,,694,비해당,,감봉,지각반복
EMP1838,민하영,여,33,1994-11-07,941107-2640841,해당없음,2021-12-22,5,대졸,서울대학교,2.5,공채,정규직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀원,1,,,hayoungmin497@nate.com,010-3469-4282,서울시 송파구 문정동,52000000,18,7,신한은행,110-814-059435,가입,72,,B,C,B,B,,577,비해당,,,
EMP1839,양성호,남,35,1992-08-05,920805-1615223,면제,2020-03-14,6,대졸,고려대학교,3.1,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,yangsungho_304@gmail.com,010-9548-3880,서울시 은평구 불광동,59000000,13,10,토스뱅크,100-4580-3788,가입,70,C,B,B,D,B,정보보안기사,899,해당,,,
EMP1840,윤성민,남,35,1992-02-23,920223-1679995,군필,2018-06-22,8,전문대졸,경북전문대학교,3.7,인턴전환,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,yoonsungmin998@naver.com,010-2675-4246,서울시 은평구 불광동,51000000,21,8,카카오뱅크,333-30-0913409,가입,68,C,D,D,D,D,,640,비해당,팀워크상,,
EMP1841,배하은,여,38,1989-09-21,890921-2142993,해당없음,2021-03-10,5,대졸,숙명여자대학교,2.7,추천,계약직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,정년퇴직,2026-05-12,baehaeun765@hanmail.net,010-6397-7408,서울시 송파구 문정동,53000000,21,4,기업은행,030-63-259532,가입,80,,B,B,B,B,ADsP,,해당,,,
EMP1842,오혜린,여,34,1993-11-05,931105-2929108,해당없음,2015-12-04,11,대졸,동국대학교,2.5,인턴전환,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,hyerinoh171@nate.com,010-6967-5642,경기도 용인시 기흥구 영덕동,55000000,9,8,토스뱅크,100-3034-1406,가입,66,D,C,D,C,D,,703,비해당,팀워크상,,
EMP1843,문보미,여,32,1995-04-02,950402-2616952,해당없음,2019-05-17,7,전문대졸,인하공업전문대학,3.8,공채,정규직,,,,두리안정보기술,경기 판교,기획부,사업기획팀,1,과장,팀원,1,,,moonbomi516@gmail.com,010-3272-8108,경기도 용인시 기흥구 영덕동,56000000,7,15,기업은행,020-87-747016,가입,64,C,D,C,D,C,SQLD,900,해당,,,
EMP1844,하예린,여,38,1989-11-16,891116-2176430,해당없음,2021-07-18,5,대졸,국민대학교,2.7,경력,정규직,SK하이닉스,차장,프로젝트관리,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀원,1,,,yerinha59@naver.com,010-4961-3011,서울시 마포구 합정동,60000000,15,3,토스뱅크,100-3826-3005,가입,76,,B,B,B,B,,,비해당,MVP,,
EMP1845,허민준,남,38,1989-05-14,890514-1138940,면제,2019-10-13,7,대학원졸,성균관대학교,2.9,인턴전환,계약직,,,,두리안정보기술,경기 판교,영업부,국내영업팀,1,과장,팀원,1,,,heo.minjun599@nate.com,010-5520-3122,경기도 성남시 분당구 판교동,48000000,13,9,하나은행,200-233219-7990,가입,95,S,S,S,A,A,정보보안기사,964,해당,우수사원상,,
EMP1846,강세연,여,34,1993-11-23,931123-2228004,해당없음,2017-03-28,9,대졸,홍익대학교,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,기획부,전략기획팀,1,과장,팀원,1,,,kangseyeon_719@hanmail.net,010-4594-5948,서울시 마포구 합정동,49000000,21,6,카카오뱅크,333-96-4250740,가입,70,C,B,C,C,D,,506,비해당,,,
EMP1847,송성호,남,33,1994-02-11,940211-1832758,면제,2017-07-02,9,대졸,성균관대학교,3.4,공채,정규직,,,,두리안정보기술,서울 강남,기획부,사업기획팀,1,과장,팀원,1,계약만료,2018-06-17,sunghosong716@hanmail.net,010-5549-9856,서울시 서초구 방배동,59000000,22,11,국민은행,757024-34-852256,가입,79,B,B,D,B,C,AWS Solutions Architect,,해당,,,
EMP1848,손하영,여,34,1993-12-24,931224-2413838,해당없음,2017-07-25,9,대졸,고려대학교,2.6,공채,정규직,,,,두리안정보기술,서울 강남,개발부,백엔드팀,1,과장,팀원,1,,,son.hayoung675@hanmail.net,010-7316-3256,서울시 강남구 논현동,50000000,21,15,기업은행,030-73-395004,가입,69,D,C,C,C,D,SQLD,691,해당,,,
EMP1849,이혜린,여,34,1993-02-13,930213-2388847,해당없음,2014-09-28,12,대졸,세종대학교,2.9,추천,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,과장,팀원,1,권고사직,2022-09-04,lee.hyerin515@nate.com,010-9496-1213,경기도 성남시 분당구 판교동,64000000,19,6,카카오뱅크,333-74-8176153,가입,81,A,A,B,B,A,ADsP,969,해당,,,
EMP1850,안아름,여,31,1996-12-20,961220-2056619,해당없음,2017-04-18,9,전문대졸,영진전문대학교,2.5,추천,정규직,,,,두리안정보기술,서울 여의도,인사부,교육팀,1,과장,팀원,1,,,anareum394@naver.com,010-2081-4286,서울시 은평구 불광동,50000000,18,0,기업은행,020-97-480162,가입,68,C,C,D,C,C,리눅스마스터,585,해당,,,
EMP1851,최건우,남,37,1990-06-14,900614-1680502,군필,2019-05-24,7,대졸,세종대학교,3.1,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,,,choi.gunwoo244@gmail.com,010-6855-1149,서울시 강남구 논현동,60000000,23,9,토스뱅크,100-7831-5109,가입,84,B,B,A,A,B,,,비해당,,,
EMP1852,진지영,여,41,1986-04-02,860402-2145732,해당없음,2014-09-25,12,대학원졸,한국외국어대학교,3.9,경력,정규직,LG전자,과장,재무회계,두리안정보기술,서울 강남,개발부,프론트팀,1,과장,팀원,1,,,jinjiyoung_399@nate.com,010-8906-5893,서울시 강남구 역삼동,51000000,12,13,신한은행,180-983-910275,가입,69,C,D,B,C,B,리눅스마스터,594,해당,,,
EMP1853,박하영,여,31,1996-09-25,960925-2996098,해당없음,2017-10-05,9,고졸,,,경력,정규직,LG전자,과장,데이터분석,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,hayoungpark547@kakao.com,010-3139-8788,서울시 서초구 방배동,50000000,11,12,우리은행,1002-101-016487,미가입,73,B,B,C,B,B,,783,비해당,MVP,,
EMP1854,차서연,여,37,1990-09-15,900915-2464020,해당없음,2017-11-11,9,대졸,아주대학교,3.8,경력,정규직,현대자동차,차장,프로젝트관리,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,cha.seoyeon875@nate.com,010-9698-1749,서울시 강남구 역삼동,66000000,19,15,신한은행,140-414-474252,가입,82,B,B,B,B,A,빅데이터분석기사,,해당,,,
EMP1855,나시우,남,39,1988-04-06,880406-1852392,면제,2016-10-24,10,대졸,이화여자대학교,3.4,경력,정규직,롯데그룹,사원,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,1,과장,팀원,1,자발적퇴직,2022-04-09,na시woo_568@daum.net,010-5541-4460,경기도 성남시 분당구 판교동,57000000,11,12,농협은행,356-7814-5037-59,가입,96,S,S,A,S,S,,752,비해당,,,
EMP1856,윤하영,여,41,1986-10-23,861023-2807939,해당없음,2019-09-06,7,대학원졸,아주대학교,3.9,공채,정규직,,,,두리안정보기술,경기 판교,기획부,전략기획팀,1,과장,팀원,1,,,hayoungyoon99@nate.com,010-3930-5887,경기도 성남시 분당구 판교동,55000000,17,1,하나은행,200-073189-1234,가입,77,B,B,B,C,B,리눅스마스터,503,해당,,감봉,업무태만
EMP1857,박지현,여,34,1993-09-02,930902-2586888,해당없음,2014-08-09,12,대졸,서울대학교,3.3,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,park.jihyun303@daum.net,010-4604-7579,서울시 마포구 합정동,52000000,23,10,국민은행,630678-42-474973,가입,84,C,B,B,B,A,리눅스마스터,,해당,,,
EMP1858,송지유,여,33,1994-07-03,940703-2599373,해당없음,2014-10-12,12,대졸,광운대학교,3.3,추천,정규직,,,,두리안정보기술,서울 여의도,마케팅부,브랜드팀,1,과장,팀원,1,,,song.jiyu975@daum.net,010-6927-4271,서울시 은평구 불광동,52000000,25,0,토스뱅크,100-0881-1586,미가입,87,A,B,B,A,B,,532,비해당,우수사원상,,
EMP1859,박재민,남,33,1994-09-13,940913-1931380,군필,2014-12-17,12,대졸,동국대학교,3.2,경력,정규직,포스코,과장,백엔드개발,두리안정보기술,경기 판교,인사부,교육팀,1,과장,팀원,1,,,parkjaemin_936@gmail.com,010-5854-4582,경기도 성남시 분당구 정자동,60000000,24,4,농협은행,302-2183-0550-77,가입,87,C,B,B,B,A,정보처리기사,,해당,,,
EMP1860,엄성민,남,40,1987-12-12,871212-1453304,군필,2019-09-16,7,대졸,이화여자대학교,3.4,공채,정규직,,,,두리안정보기술,경기 판교,영업부,해외영업팀,1,과장,팀원,1,,,um.sungmin207@kakao.com,010-3043-7621,경기도 수원시 영통구 매탄동,48000000,5,6,카카오뱅크,333-80-2902367,가입,66,C,B,C,C,C,AWS Solutions Architect,783,해당,,,
EMP1861,노태호,남,38,1989-09-12,890912-1450599,미필,2017-08-05,9,전문대졸,영진전문대학교,3.9,경력,정규직,포스코,사원,백엔드개발,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,과장,팀원,1,,,no.taeho296@hanmail.net,010-5161-1542,서울시 서초구 방배동,54000000,19,10,카카오뱅크,333-09-4409172,가입,78,C,B,B,C,B,,,비해당,공로상,,
EMP1862,심태호,남,37,1990-01-08,900108-1260554,미필,2014-01-25,12,대졸,연세대학교,2.7,경력,계약직,KT,대리,프론트엔드개발,두리안정보기술,서울 여의도,개발부,백엔드팀,1,과장,팀원,1,,,shimtaeho_871@gmail.com,010-3409-9071,서울시 용산구 이태원동,55000000,22,12,국민은행,157073-56-860656,미가입,69,C,C,C,D,C,정보처리기사,969,해당,,,
EMP1863,하지호,남,35,1992-11-24,921124-1755927,군필,2020-02-02,6,대졸,한국외국어대학교,3.5,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,ha.jiho645@kakao.com,010-4326-2939,서울시 마포구 합정동,59000000,14,14,하나은행,111-563553-4849,가입,76,B,B,B,B,B,정보보안기사,,해당,,,
EMP1864,엄동현,남,39,1988-11-16,881116-1832754,미필,2016-11-06,10,대졸,광운대학교,3,인턴전환,정규직,,,,두리안정보기술,서울 강남,마케팅부,브랜드팀,1,과장,팀원,1,권고사직,2026-02-02,um동hyun_971@naver.com,010-2988-5515,서울시 강남구 역삼동,55000000,14,12,국민은행,575975-00-071612,가입,61,C,D,D,D,D,,605,비해당,,,
EMP1865,노민재,남,38,1989-09-12,890912-1892771,군필,2020-06-23,6,대학원졸,한양대학교,3.9,추천,정규직,,,,두리안정보기술,경기 판교,마케팅부,디지털마케팅팀,1,과장,팀원,1,,,nominjae_675@daum.net,010-7806-7646,경기도 성남시 분당구 판교동,54000000,16,4,신한은행,110-586-908420,가입,73,D,B,B,B,C,SQLD,,해당,,,
EMP1866,차성호,남,38,1989-10-15,891015-1313554,군필,2014-08-04,12,대학원졸,이화여자대학교,3.6,공채,계약직,,,,두리안정보기술,서울 강남,개발부,프론트팀,1,과장,팀원,1,,,cha.sungho138@daum.net,010-2721-5703,서울시 강남구 역삼동,48000000,18,15,카카오뱅크,333-69-6361739,가입,69,B,B,C,B,C,AWS Solutions Architect,,해당,,,
EMP1867,하서연,여,37,1990-07-20,900720-2704340,해당없음,2015-09-12,11,대졸,부산대학교,3.5,추천,정규직,,,,두리안정보기술,서울 강남,기획부,전략기획팀,1,과장,팀원,1,권고사직,2026-02-23,haseoyeon_643@hanmail.net,010-5310-5955,서울시 서초구 방배동,50000000,20,11,기업은행,020-56-506098,가입,82,B,B,B,A,A,,,비해당,,,
EMP1868,노소연,여,41,1986-05-17,860517-2274417,해당없음,2021-11-28,5,대졸,중앙대학교,2.5,경력,정규직,쿠팡,사원,인사관리,두리안정보기술,경기 판교,개발부,프론트팀,1,과장,팀원,1,,,soyeonno334@hanmail.net,010-9565-3613,경기도 성남시 분당구 판교동,53000000,30,5,신한은행,110-739-554671,가입,76,,B,C,B,B,,526,비해당,,,
EMP1869,전다은,여,41,1986-02-05,860205-2524915,해당없음,2014-11-12,12,전문대졸,인하공업전문대학,2.6,인턴전환,정규직,,,,두리안정보기술,서울 강남,영업부,해외영업팀,1,과장,팀원,1,,,jeon.daeun303@naver.com,010-2192-8697,서울시 송파구 문정동,48000000,29,3,국민은행,821760-32-666216,가입,86,B,B,C,A,A,ADsP,776,해당,,,
EMP1870,조미래,여,38,1989-01-26,890126-2421901,해당없음,2016-10-11,10,대졸,서강대학교,3.5,경력,정규직,카카오,과장,데이터분석,두리안정보기술,서울 강남,개발부,AI팀,1,과장,팀원,1,,,jomirae415@daum.net,010-3252-7875,서울시 송파구 문정동,48000000,20,8,기업은행,010-58-416878,가입,84,C,B,A,B,B,리눅스마스터,600,해당,,,
EMP1871,김지수,여,34,1993-01-12,930112-2786372,해당없음,2020-03-03,6,전문대졸,영진전문대학교,3.2,인턴전환,정규직,,,,두리안정보기술,경기 판교,인사부,채용팀,1,과장,팀원,1,,,kim.jisu20@gmail.com,010-5299-9746,경기도 성남시 분당구 판교동,55000000,13,1,우리은행,1006-059-143341,가입,75,C,B,B,B,C,SQLD,,해당,,,
EMP1872,차다은,여,38,1989-11-19,891119-2590794,해당없음,2021-06-20,5,대졸,서강대학교,2.6,공채,정규직,,,,두리안정보기술,서울 여의도,마케팅부,디지털마케팅팀,1,과장,팀원,1,권고사직,2026-01-14,chadaeun67@kakao.com,010-6220-5251,서울시 마포구 합정동,57000000,12,7,우리은행,1005-835-165901,가입,95,,S,S,A,S,정보보안기사,768,해당,,,
